Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,City,State,Region,Category,Sub_Category,Product_Name,Quantity,Unit_Price,Discount,Revenue,Profit,Payment_Mode,Ship_Mode
ORD-11362,2023-12-05,CUST-1003,Amit Tiwari,Consumer,Lucknow,Uttar Pradesh,North,Clothing,Jeans,Levi's 511 Slim,3,4300.73,0.0,12902.19,5720.41,Credit Card,Express
ORD-12436,2023-12-05,CUST-1255,Sneha Kapoor,Corporate,Chennai,Tamil Nadu,South,Clothing,Ethnic Wear,Soch Silk Saree,3,12999.0,0.08,35877.24,12911.76,UPI,Express
ORD-12364,2023-12-06,CUST-1461,Ritika Singh,Corporate,Hyderabad,Telangana,South,Electronics,Smartphones,OnePlus Nord CE3,1,72078.87,0.03,69916.5,7974.97,UPI,Standard
ORD-12123,2023-12-06,CUST-1431,Ritika Malhotra,Consumer,Bangalore,Karnataka,South,Electronics,Tablets,Realme Pad Mini,4,27769.35,0.0,111077.4,8985.16,UPI,Standard
ORD-11093,2023-12-06,CUST-1527,Simran Das,Home Office,Kochi,Kerala,South,Office Supplies,Pens & Stationery,Parker Classic Gold,3,83.43,0.1,225.26,98.37,Net Banking,Economy
ORD-11536,2023-12-06,CUST-1322,Priya Tiwari,Home Office,Mumbai,Maharashtra,West,Furniture,Dining Tables,Nilkamal Shahenshah 4-Seater,1,27162.36,0.15,23088.01,3553.07,UPI,Standard
ORD-10123,2023-12-06,CUST-1339,Aarav Mishra,Home Office,Chennai,Tamil Nadu,South,Clothing,Jackets,Wildcraft Windbreaker,2,4844.35,0.0,9688.7,2629.06,Cash,Same Day
ORD-10928,2023-12-06,CUST-1088,Deepika Sinha,Consumer,Mumbai,Maharashtra,West,Food & Beverages,Health Supplements,Ensure Nutritional Drink,2,1188.45,0.1,2139.21,680.11,Credit Card,Standard
ORD-10762,2023-12-06,CUST-1260,Dev Iyer,Corporate,Mumbai,Maharashtra,West,Furniture,Desks,Featherlite Amaze,1,14481.35,0.03,14046.91,1752.05,UPI,Express
ORD-11629,2023-12-07,CUST-1536,Harsh Nair,Home Office,Jaipur,Rajasthan,North,Clothing,Ethnic Wear,Manyavar Kurta Set,2,5396.36,0.25,8094.54,2443.65,UPI,Same Day
ORD-10747,2023-12-07,CUST-1192,Ishaan Deshmukh,Home Office,Delhi,Delhi,North,Clothing,T-Shirts,H&M Basic Tee,2,1398.02,0.0,2796.04,709.97,Credit Card,Standard
ORD-11886,2023-12-07,CUST-1522,Lavanya Agarwal,Corporate,Mumbai,Maharashtra,West,Clothing,Jackets,Fort Collins Puffer,1,3872.37,0.13,3368.96,479.52,Debit Card,Standard
ORD-11294,2023-12-07,CUST-1088,Deepika Sinha,Consumer,Mumbai,Maharashtra,West,Furniture,Desks,IKEA Bekant Standing Desk,1,19439.54,0.25,14579.66,238.38,Net Banking,Express
ORD-11136,2023-12-08,CUST-1094,Tushar Singh,Consumer,Chandigarh,Punjab,North,Food & Beverages,Beverages,Real Fruit Power Mango,4,288.99,0.0,1155.96,473.03,Credit Card,Standard
ORD-10147,2023-12-08,CUST-1492,Manish Iyer,Consumer,Hyderabad,Telangana,South,Office Supplies,Printers,HP LaserJet M1005,2,16927.64,0.05,32162.52,1222.51,Net Banking,Express
ORD-11202,2023-12-08,CUST-1553,Aditi Malhotra,Consumer,Mumbai,Maharashtra,West,Office Supplies,Storage & Organizers,Tupperware Store-All,1,1459.27,0.05,1386.31,281.81,UPI,Standard
ORD-10748,2023-12-08,CUST-1171,Kriti Nair,Consumer,Bhubaneswar,Odisha,East,Food & Beverages,Dry Fruits & Nuts,Amazon Basics Mixed Nuts,1,621.47,0.25,466.1,59.66,UPI,Express
ORD-10671,2023-12-08,CUST-1022,Chirag Nair,Corporate,Delhi,Delhi,North,Furniture,Bookshelves,DeckUp Meritus,1,6078.59,0.03,5896.23,688.21,Debit Card,Express
ORD-11016,2023-12-09,CUST-1006,Sakshi Pillai,Corporate,Hyderabad,Telangana,South,Electronics,Headphones,boAt Rockerz 450,2,3537.0,0.03,6861.78,1459.02,UPI,Standard
ORD-11824,2023-12-09,CUST-1076,Nandini Mehta,Home Office,Bhubaneswar,Odisha,East,Clothing,Jeans,Lee Cooper Skinny,1,1834.39,0.05,1742.67,657.46,Cash,Express
ORD-11404,2023-12-09,CUST-1095,Zara Agarwal,Consumer,Lucknow,Uttar Pradesh,North,Food & Beverages,Dry Fruits & Nuts,Farmley Premium Walnuts,1,892.16,0.05,847.55,189.89,Debit Card,Same Day
ORD-12305,2023-12-09,CUST-1033,Zara Gupta,Home Office,Bangalore,Karnataka,South,Electronics,Smartwatches,Noise ColorFit Pro 4,1,16977.46,0.25,12733.1,1463.74,Net Banking,Standard
ORD-10085,2023-12-09,CUST-1541,Tanvi Chopra,Corporate,Jaipur,Rajasthan,North,Clothing,T-Shirts,H&M Basic Tee,1,674.72,0.03,654.48,212.86,Net Banking,Standard
ORD-10046,2023-12-09,CUST-1553,Aditi Malhotra,Consumer,Mumbai,Maharashtra,West,Office Supplies,Ink & Toner,Epson T664 Refill Bottle,4,1763.29,0.0,7053.16,2229.77,Credit Card,Standard
ORD-11102,2023-12-09,CUST-1193,Sanjay Banerjee,Consumer,Mumbai,Maharashtra,West,Food & Beverages,Dry Fruits & Nuts,Happilo Almonds 500g,2,208.43,0.05,396.02,43.81,UPI,Standard
ORD-11028,2023-12-09,CUST-1060,Aditi Sharma,Consumer,Nagpur,Maharashtra,West,Electronics,Tablets,OnePlus Pad Go,2,9999.0,0.05,18998.1,2190.05,UPI,Standard
ORD-11710,2023-12-09,CUST-1538,Manish Gupta,Consumer,Noida,Uttar Pradesh,North,Clothing,T-Shirts,Allen Solly Polo,5,1674.93,0.15,7118.45,2140.12,Credit Card,Standard
ORD-11815,2023-12-10,CUST-1035,Zara Joshi,Consumer,Delhi,Delhi,North,Food & Beverages,Health Supplements,Dabur Chyawanprash 1kg,3,2748.79,0.0,8246.37,1506.39,Credit Card,Standard
ORD-10378,2023-12-10,CUST-1395,Kriti Joshi,Consumer,Jaipur,Rajasthan,North,Electronics,Headphones,OnePlus Buds Z2,3,6246.33,0.3,13117.29,1195.49,UPI,Standard
ORD-10635,2023-12-10,CUST-1201,Yash Patil,Consumer,Chennai,Tamil Nadu,South,Electronics,Chargers & Cables,Belkin BoostCharge,2,1037.0,0.15,1762.9,642.09,Debit Card,Standard
ORD-12076,2023-12-12,CUST-1084,Aditi Deshmukh,Corporate,Lucknow,Uttar Pradesh,North,Clothing,T-Shirts,Dennis Lingo Slim Fit,3,466.56,0.03,1357.69,467.21,Credit Card,Express
ORD-12380,2023-12-12,CUST-1586,Priya Patel,Corporate,Bangalore,Karnataka,South,Food & Beverages,Snacks & Chips,Too Yumm Multigrain,2,179.88,0.03,348.97,97.57,UPI,Express
ORD-11974,2023-12-12,CUST-1437,Aarav Reddy,Corporate,Hyderabad,Telangana,South,Office Supplies,Storage & Organizers,Cello Novelty Big Drawer,1,2112.6,0.13,1837.96,635.33,Net Banking,Express
ORD-10603,2023-12-13,CUST-1278,Zara Menon,Home Office,Hyderabad,Telangana,South,Electronics,Tablets,OnePlus Pad Go,3,26007.59,0.05,74121.63,6254.06,UPI,Same Day
ORD-11230,2023-12-13,CUST-1566,Rahul Reddy,Consumer,Coimbatore,Tamil Nadu,South,Electronics,Headphones,Noise Buds VS104,1,24999.0,0.05,23749.05,4285.76,UPI,Express
ORD-12157,2023-12-14,CUST-1295,Vivek Gupta,Consumer,Nagpur,Maharashtra,West,Office Supplies,Pens & Stationery,Reynolds Trimax Gel,2,65.22,0.0,130.44,78.29,UPI,Express
ORD-11444,2023-12-14,CUST-1039,Sneha Bhat,Consumer,Mumbai,Maharashtra,West,Office Supplies,Pens & Stationery,Pilot V5 Hi-Tecpoint,8,166.08,0.0,1328.64,603.78,Debit Card,Economy
ORD-10202,2023-12-14,CUST-1034,Uma Das,Corporate,Delhi,Delhi,North,Electronics,Chargers & Cables,Amazon Basics USB-C Cable,2,440.32,0.03,854.22,212.48,Credit Card,Express
ORD-11938,2023-12-14,CUST-1425,Pooja Patil,Consumer,Kochi,Kerala,South,Electronics,Chargers & Cables,Anker PowerPort,2,332.99,0.05,632.68,167.98,Debit Card,Express
ORD-11628,2023-12-14,CUST-1340,Rohit Gupta,Consumer,Patna,Bihar,East,Office Supplies,Paper & Notebooks,Classmate Notebook 200pg,2,135.1,0.05,256.69,107.79,Credit Card,Express
ORD-11280,2023-12-15,CUST-1514,Isha Singh,Consumer,Lucknow,Uttar Pradesh,North,Food & Beverages,Health Supplements,Ensure Nutritional Drink,6,629.07,0.0,3774.42,971.15,UPI,Standard
ORD-10359,2023-12-15,CUST-1235,Nisha Chatterjee,Home Office,Ahmedabad,Gujarat,West,Office Supplies,Ink & Toner,Brother BT-D60BK,4,499.0,0.2,1596.8,316.55,Cash,Express
ORD-12009,2023-12-15,CUST-1432,Kriti Verma,Consumer,Kochi,Kerala,South,Electronics,Smartwatches,boAt Storm Call,2,11369.58,0.0,22739.16,6236.81,UPI,Economy
ORD-12441,2023-12-16,CUST-1242,Aditya Saxena,Consumer,Gurugram,Haryana,North,Furniture,Beds,Sleepyhead Original,1,26957.51,0.0,26957.51,3851.15,Debit Card,Same Day
ORD-11960,2023-12-16,CUST-1464,Kavya Kapoor,Corporate,Coimbatore,Tamil Nadu,South,Clothing,Formal Shirts,Raymond Linen Shirt,1,858.56,0.18,704.02,173.58,UPI,Same Day
ORD-11809,2023-12-17,CUST-1333,Mohit Chatterjee,Consumer,Gurugram,Haryana,North,Furniture,Bookshelves,Spacewood Engineered Wood,2,18470.27,0.3,25858.38,4409.41,UPI,Standard
ORD-11116,2023-12-17,CUST-1308,Arjun Yadav,Consumer,Mumbai,Maharashtra,West,Clothing,T-Shirts,Allen Solly Polo,4,1033.29,0.05,3926.5,1558.54,UPI,Express
ORD-10299,2023-12-17,CUST-1575,Lavanya Das,Consumer,Bhubaneswar,Odisha,East,Electronics,Smartwatches,Fire-Boltt Phoenix,1,5379.19,0.3,3765.43,271.74,UPI,Economy
ORD-11459,2023-12-17,CUST-1132,Meera Mishra,Consumer,Ahmedabad,Gujarat,West,Office Supplies,Ink & Toner,Brother BT-D60BK,3,2817.11,0.0,8451.33,2807.82,Credit Card,Standard
ORD-11802,2023-12-17,CUST-1276,Amit Sinha,Consumer,Nagpur,Maharashtra,West,Electronics,Smartwatches,Apple Watch SE,3,13757.22,0.3,28890.16,2859.49,UPI,Express
ORD-10429,2023-12-17,CUST-1479,Yash Mishra,Home Office,Bangalore,Karnataka,South,Furniture,Dining Tables,Godrej Interio Neo,1,16231.94,0.15,13797.15,930.96,Net Banking,Same Day
ORD-10760,2023-12-17,CUST-1200,Chirag Patel,Home Office,Kolkata,West Bengal,East,Electronics,Headphones,boAt Rockerz 450,1,9441.43,0.05,8969.36,1637.11,Credit Card,Economy
ORD-11777,2023-12-17,CUST-1227,Harsh Malhotra,Consumer,Kochi,Kerala,South,Clothing,T-Shirts,Levi's Graphic Tee,5,1104.9,0.15,4695.82,2051.86,Cash,Standard
ORD-12423,2023-12-18,CUST-1185,Aditi Banerjee,Consumer,Pune,Maharashtra,West,Clothing,T-Shirts,Allen Solly Polo,1,1895.47,0.25,1421.6,438.84,UPI,Same Day
ORD-10970,2023-12-18,CUST-1244,Diya Sharma,Consumer,Kolkata,West Bengal,East,Electronics,Chargers & Cables,Portronics Adaptor,1,532.33,0.05,505.71,263.96,Cash,Express
ORD-11816,2023-12-18,CUST-1319,Deepika Bhat,Home Office,Ahmedabad,Gujarat,West,Clothing,Jackets,Red Tape Bomber,3,3719.93,0.2,8927.83,1304.8,Cash,Express
ORD-12014,2023-12-19,CUST-1020,Sanjay Bhat,Consumer,Pune,Maharashtra,West,Furniture,Office Chairs,HOF Ito Mesh Chair,1,15200.66,0.05,14440.63,1646.74,Debit Card,Standard
ORD-10636,2023-12-19,CUST-1493,Rajesh Reddy,Corporate,Pune,Maharashtra,West,Clothing,Ethnic Wear,FabIndia Cotton Kurta,4,5973.58,0.28,17203.91,3158.84,Credit Card,Same Day
ORD-11034,2023-12-20,CUST-1392,Manish Kulkarni,Home Office,Gurugram,Haryana,North,Clothing,T-Shirts,U.S. Polo Assn. Crew,3,1032.42,0.15,2632.67,757.36,UPI,Standard
ORD-12410,2023-12-20,CUST-1121,Chirag Gupta,Corporate,Hyderabad,Telangana,South,Electronics,Laptops,Acer Aspire 5,2,32523.22,0.03,63095.05,3568.17,Credit Card,Standard
ORD-10292,2023-12-21,CUST-1588,Priya Banerjee,Consumer,Guwahati,Assam,East,Clothing,Jackets,Campus Sutra Denim,1,5870.55,0.2,4696.44,867.25,Credit Card,Express
ORD-11208,2023-12-21,CUST-1123,Isha Iyer,Consumer,Pune,Maharashtra,West,Electronics,Tablets,Samsung Galaxy Tab A8,1,41851.2,0.15,35573.52,1973.49,UPI,Standard
ORD-11316,2023-12-21,CUST-1592,Aditi Saxena,Corporate,Mumbai,Maharashtra,West,Electronics,Smartphones,Vivo T2x,1,32319.6,0.13,28118.05,1235.28,UPI,Express
ORD-10645,2023-12-21,CUST-1106,Yash Pillai,Consumer,Guwahati,Assam,East,Electronics,Smartwatches,boAt Storm Call,3,9466.93,0.1,25560.71,4404.23,UPI,Standard
ORD-10137,2023-12-21,CUST-1445,Tushar Kulkarni,Consumer,Bangalore,Karnataka,South,Food & Beverages,Snacks & Chips,Haldiram's Aloo Bhujia,6,197.84,0.0,1187.04,277.44,Credit Card,Express
ORD-10119,2023-12-21,CUST-1043,Manish Kulkarni,Consumer,Kolkata,West Bengal,East,Office Supplies,Storage & Organizers,Amazon Basics Desk Organizer,2,4402.79,0.05,8365.3,1813.06,UPI,Express
ORD-11521,2023-12-22,CUST-1585,Priya Mehta,Consumer,Coimbatore,Tamil Nadu,South,Electronics,Tablets,Realme Pad Mini,4,12316.18,0.0,49264.72,5291.47,UPI,Standard
ORD-10394,2023-12-22,CUST-1556,Uma Mishra,Consumer,Mumbai,Maharashtra,West,Electronics,Smartphones,iPhone 15,1,22212.73,0.0,22212.73,3343.81,UPI,Express
ORD-12134,2023-12-23,CUST-1087,Chirag Bhat,Corporate,Delhi,Delhi,North,Furniture,Bookshelves,IKEA Kallax Shelf,1,5565.99,0.03,5399.01,846.23,UPI,Express
ORD-11833,2023-12-23,CUST-1304,Aarav Shah,Consumer,Noida,Uttar Pradesh,North,Electronics,Laptops,Dell Inspiron 14,5,50230.83,0.05,238596.44,25025.2,Credit Card,Standard
ORD-11690,2023-12-23,CUST-1098,Nikhil Patil,Corporate,Bangalore,Karnataka,South,Clothing,Jackets,Fort Collins Puffer,1,3125.19,0.18,2562.66,373.85,UPI,Standard
ORD-11893,2023-12-23,CUST-1427,Isha Verma,Corporate,Noida,Uttar Pradesh,North,Electronics,Headphones,Noise Buds VS104,1,1211.65,0.03,1175.3,168.12,Cash,Express
ORD-10375,2023-12-23,CUST-1203,Kunal Patil,Consumer,Bangalore,Karnataka,South,Electronics,Headphones,Sony WH-1000XM5,2,11324.67,0.1,20384.41,2487.09,UPI,Express
ORD-11699,2023-12-24,CUST-1354,Ishaan Iyer,Corporate,Jaipur,Rajasthan,North,Electronics,Chargers & Cables,Amazon Basics USB-C Cable,3,1285.68,0.08,3548.48,1458.76,UPI,Same Day
ORD-12151,2023-12-24,CUST-1345,Uma Chatterjee,Consumer,Delhi,Delhi,North,Electronics,Laptops,Acer Aspire 5,1,35882.42,0.0,35882.42,3909.76,UPI,Standard
ORD-10055,2023-12-24,CUST-1583,Dev Bhat,Consumer,Pune,Maharashtra,West,Electronics,Tablets,OnePlus Pad Go,4,32003.49,0.0,128013.96,20022.56,Credit Card,Standard
ORD-11927,2023-12-24,CUST-1162,Sakshi Verma,Consumer,Coimbatore,Tamil Nadu,South,Clothing,Formal Shirts,Louis Philippe Checked,3,2037.79,0.0,6113.37,1868.57,Credit Card,Economy
ORD-11964,2023-12-24,CUST-1326,Nandini Chatterjee,Corporate,Bangalore,Karnataka,South,Food & Beverages,Beverages,Tropicana Mixed Fruit 1L,6,72.17,0.03,420.03,123.13,Cash,Same Day
ORD-11655,2023-12-24,CUST-1224,Rishi Iyer,Home Office,Bangalore,Karnataka,South,Food & Beverages,Health Supplements,Ensure Nutritional Drink,6,3631.46,0.05,20699.32,5720.45,Net Banking,Economy
ORD-10434,2023-12-25,CUST-1333,Mohit Chatterjee,Consumer,Gurugram,Haryana,North,Food & Beverages,Dry Fruits & Nuts,True Elements Trail Mix,3,526.92,0.15,1343.65,211.14,UPI,Standard
ORD-11082,2023-12-25,CUST-1087,Chirag Bhat,Corporate,Delhi,Delhi,North,Food & Beverages,Snacks & Chips,Kurkure Masala Munch,6,115.94,0.08,639.99,199.37,UPI,Express
ORD-12027,2023-12-25,CUST-1001,Priya Joshi,Consumer,Mumbai,Maharashtra,West,Electronics,Laptops,Lenovo IdeaPad Slim 3,2,71091.14,0.0,142182.28,13371.6,UPI,Same Day
ORD-12397,2023-12-25,CUST-1528,Rajesh Mehta,Home Office,Mumbai,Maharashtra,West,Clothing,Jeans,Pepe Jeans Slim,3,2151.26,0.0,6453.78,1393.02,Credit Card,Express
ORD-11610,2023-12-26,CUST-1479,Yash Mishra,Home Office,Bangalore,Karnataka,South,Clothing,Formal Shirts,Raymond Linen Shirt,1,904.49,0.0,904.49,304.6,UPI,Standard
ORD-12350,2023-12-26,CUST-1112,Uma Gupta,Corporate,Patna,Bihar,East,Electronics,Smartphones,Samsung Galaxy M34,1,29966.68,0.08,27569.35,1908.04,Credit Card,Same Day
ORD-11508,2023-12-26,CUST-1023,Rohit Kapoor,Corporate,Lucknow,Uttar Pradesh,North,Electronics,Chargers & Cables,Mi 33W SonicCharge,1,582.46,0.23,448.49,196.66,Credit Card,Standard
ORD-12267,2023-12-26,CUST-1467,Uma Chopra,Consumer,Bangalore,Karnataka,South,Furniture,Dining Tables,Nilkamal Shahenshah 4-Seater,1,10793.34,0.25,8095.0,442.15,Credit Card,Standard
ORD-11196,2023-12-26,CUST-1363,Ritika Nair,Consumer,Bangalore,Karnataka,South,Electronics,Headphones,OnePlus Buds Z2,3,7503.25,0.15,19133.29,3540.9,UPI,Same Day
ORD-11326,2023-12-26,CUST-1451,Mohit Kapoor,Consumer,Kolkata,West Bengal,East,Electronics,Tablets,Apple iPad 10th Gen,3,31921.79,0.0,95765.37,12774.32,Cash,Standard
ORD-11295,2023-12-26,CUST-1216,Manish Kumar,Home Office,Kolkata,West Bengal,East,Food & Beverages,Snacks & Chips,Kurkure Masala Munch,3,48.49,0.1,130.92,29.18,Credit Card,Standard
ORD-11263,2023-12-27,CUST-1587,Mohit Pillai,Consumer,Pune,Maharashtra,West,Electronics,Tablets,Apple iPad 10th Gen,2,18264.37,0.1,32875.87,2254.44,Debit Card,Express
ORD-11395,2023-12-27,CUST-1151,Kunal Gupta,Corporate,Bhubaneswar,Odisha,East,Furniture,Beds,Pepperfry Trundle Bed,1,35858.56,0.08,32989.88,1938.74,UPI,Express
ORD-11934,2023-12-27,CUST-1111,Nikhil Deshmukh,Consumer,Kolkata,West Bengal,East,Food & Beverages,Health Supplements,HealthKart Multivitamin,1,1025.48,0.15,871.66,154.98,Net Banking,Express
ORD-10772,2023-12-27,CUST-1112,Uma Gupta,Corporate,Patna,Bihar,East,Office Supplies,Ink & Toner,Epson T664 Refill Bottle,4,1877.67,0.03,7285.36,1095.28,Net Banking,Standard
ORD-10665,2023-12-27,CUST-1218,Gaurav Reddy,Consumer,Chandigarh,Punjab,North,Electronics,Smartphones,Vivo T2x,5,36209.91,0.2,144839.64,15861.48,Debit Card,Standard
ORD-11478,2023-12-28,CUST-1137,Dev Iyer,Home Office,Kochi,Kerala,South,Clothing,Ethnic Wear,W Palazzo Set,1,5816.21,0.1,5234.59,1745.63,Debit Card,Express
ORD-12405,2023-12-29,CUST-1539,Zara Patil,Consumer,Kolkata,West Bengal,East,Furniture,Office Chairs,HOF Ito Mesh Chair,1,15203.93,0.25,11402.95,1966.3,Credit Card,Standard
ORD-10255,2023-12-30,CUST-1545,Dev Patel,Consumer,Noida,Uttar Pradesh,North,Electronics,Laptops,HP Pavilion 15,1,56227.58,0.05,53416.2,4963.56,Credit Card,Express
ORD-10566,2023-12-30,CUST-1373,Sneha Patil,Consumer,Gurugram,Haryana,North,Office Supplies,Storage & Organizers,Nilkamal Chester 24,4,519.98,0.1,1871.93,350.83,UPI,Express
ORD-10021,2023-12-30,CUST-1225,Aditi Agarwal,Consumer,Jaipur,Rajasthan,North,Office Supplies,Storage & Organizers,Tupperware Store-All,3,600.72,0.0,1802.16,401.14,UPI,Express
ORD-10823,2023-12-31,CUST-1365,Chirag Singh,Home Office,Coimbatore,Tamil Nadu,South,Food & Beverages,Health Supplements,Dabur Chyawanprash 1kg,2,1841.46,0.2,2946.34,898.41,Cash,Standard
ORD-12322,2023-12-31,CUST-1020,Sanjay Bhat,Consumer,Pune,Maharashtra,West,Food & Beverages,Tea & Coffee,Organic India Tulsi Green,2,661.08,0.25,991.62,303.22,Net Banking,Express
ORD-10051,2023-12-31,CUST-1510,Deepika Menon,Corporate,Bangalore,Karnataka,South,Electronics,Tablets,OnePlus Pad Go,2,34953.87,0.23,53828.96,4438.05,UPI,Same Day
ORD-10795,2023-12-31,CUST-1270,Varun Pandey,Consumer,Noida,Uttar Pradesh,North,Clothing,Jackets,Campus Sutra Denim,1,6263.23,0.0,6263.23,2092.89,UPI,Economy
ORD-10442,2024-01-01,CUST-1560,Neha Reddy,Corporate,Ahmedabad,Gujarat,West,Electronics,Tablets,Lenovo Tab M10,3,19999.5,0.03,58198.54,8633.71,Credit Card,Standard
ORD-11031,2024-01-01,CUST-1327,Uma Verma,Home Office,Kolkata,West Bengal,East,Office Supplies,Ink & Toner,Canon PG-745 Black,12,781.98,0.05,8914.57,1759.69,Net Banking,Express
ORD-11917,2024-01-01,CUST-1506,Kunal Sharma,Corporate,Hyderabad,Telangana,South,Electronics,Smartphones,Motorola Edge 40,1,40103.33,0.03,38900.23,5185.87,UPI,Standard
ORD-10708,2024-01-01,CUST-1598,Deepika Sharma,Corporate,Coimbatore,Tamil Nadu,South,Furniture,Beds,Nilkamal Imperial Queen,1,47329.07,0.13,41176.29,3341.15,UPI,Standard
ORD-10356,2024-01-02,CUST-1594,Kavya Tiwari,Corporate,Pune,Maharashtra,West,Furniture,Bookshelves,Amazon Basics Bookcase,1,16578.06,0.03,16080.72,3661.16,Credit Card,Standard
ORD-12417,2024-01-02,CUST-1557,Zara Gupta,Consumer,Bangalore,Karnataka,South,Electronics,Laptops,Dell Inspiron 14,1,59773.69,0.0,59773.69,8450.39,UPI,Standard
ORD-11083,2024-01-02,CUST-1055,Sanjay Patel,Corporate,Hyderabad,Telangana,South,Clothing,Jeans,Lee Cooper Skinny,2,3133.76,0.08,5766.12,1452.32,Credit Card,Express
ORD-11599,2024-01-02,CUST-1434,Yash Chatterjee,Consumer,Hyderabad,Telangana,South,Furniture,Beds,Nilkamal Imperial Queen,1,17642.21,0.1,15877.99,2374.38,Net Banking,Same Day
ORD-10512,2024-01-02,CUST-1131,Vikram Sinha,Consumer,Kolkata,West Bengal,East,Electronics,Headphones,Noise Buds VS104,1,10340.23,0.1,9306.21,2181.48,Credit Card,Express
ORD-12074,2024-01-03,CUST-1070,Chirag Patel,Corporate,Pune,Maharashtra,West,Food & Beverages,Tea & Coffee,Tata Gold Tea 500g,2,470.17,0.28,677.04,139.65,Cash,Standard
ORD-12228,2024-01-03,CUST-1292,Vivek Pandey,Corporate,Chennai,Tamil Nadu,South,Food & Beverages,Beverages,Tropicana Mixed Fruit 1L,2,280.64,0.23,432.19,163.82,UPI,Express
ORD-11479,2024-01-03,CUST-1528,Rajesh Mehta,Home Office,Mumbai,Maharashtra,West,Electronics,Laptops,ASUS VivoBook 15,1,92667.55,0.05,88034.17,4460.5,Net Banking,Same Day
ORD-10559,2024-01-03,CUST-1285,Chirag Iyer,Consumer,Delhi,Delhi,North,Food & Beverages,Health Supplements,Dabur Chyawanprash 1kg,3,1767.36,0.0,5302.08,1331.85,UPI,Standard
ORD-11538,2024-01-03,CUST-1484,Isha Malhotra,Corporate,Bangalore,Karnataka,South,Clothing,Jackets,Wildcraft Windbreaker,3,3786.92,0.08,10451.9,3243.94,UPI,Standard
ORD-11062,2024-01-03,CUST-1224,Rishi Iyer,Home Office,Bangalore,Karnataka,South,Office Supplies,Ink & Toner,HP 678 Tri-Color,1,2285.54,0.15,1942.71,477.18,Credit Card,Same Day
ORD-10309,2024-01-03,CUST-1208,Tushar Shah,Consumer,Hyderabad,Telangana,South,Clothing,Ethnic Wear,Biba Anarkali Suit,5,5109.17,0.0,25545.85,10147.62,Cash,Standard
ORD-10089,2024-01-04,CUST-1418,Vivek Gupta,Corporate,Coimbatore,Tamil Nadu,South,Electronics,Laptops,HP Pavilion 15,5,87849.81,0.08,404109.13,23093.87,Debit Card,Same Day
ORD-10599,2024-01-04,CUST-1369,Zara Banerjee,Corporate,Guwahati,Assam,East,Office Supplies,Pens & Stationery,Parker Classic Gold,4,50.92,0.28,146.65,80.45,UPI,Standard
ORD-11198,2024-01-05,CUST-1186,Gaurav Shah,Corporate,Chennai,Tamil Nadu,South,Food & Beverages,Dry Fruits & Nuts,True Elements Trail Mix,2,1088.77,0.13,1894.46,478.63,Debit Card,Express
ORD-11370,2024-01-06,CUST-1040,Shreya Malhotra,Consumer,Hyderabad,Telangana,South,Office Supplies,Ink & Toner,Brother BT-D60BK,3,2722.88,0.0,8168.64,1763.93,UPI,Express
ORD-10395,2024-01-06,CUST-1210,Uma Kumar,Corporate,Bangalore,Karnataka,South,Office Supplies,Ink & Toner,HP 802 Black Cartridge,4,1410.89,0.18,4627.72,460.26,Credit Card,Same Day
ORD-11141,2024-01-06,CUST-1147,Mohit Sharma,Corporate,Bangalore,Karnataka,South,Clothing,Jeans,Levi's 511 Slim,2,1828.82,0.08,3365.03,958.16,UPI,Standard
ORD-12291,2024-01-06,CUST-1188,Ananya Reddy,Corporate,Chennai,Tamil Nadu,South,Food & Beverages,Snacks & Chips,Bingo Mad Angles,3,262.5,0.08,724.5,166.23,Cash,Express
ORD-11134,2024-01-06,CUST-1196,Isha Sharma,Consumer,Pune,Maharashtra,West,Electronics,Smartwatches,Samsung Galaxy Watch 5,3,5096.92,0.05,14526.22,1690.06,Cash,Standard
ORD-12349,2024-01-06,CUST-1424,Rohit Agarwal,Corporate,Gurugram,Haryana,North,Food & Beverages,Beverages,Paper Boat Aamras,4,219.26,0.03,850.73,194.25,Credit Card,Express
ORD-12052,2024-01-06,CUST-1249,Pooja Chopra,Home Office,Hyderabad,Telangana,South,Office Supplies,Printers,HP LaserJet M1005,6,14761.97,0.0,88571.82,6834.35,UPI,Express
ORD-10163,2024-01-06,CUST-1124,Harsh Pillai,Corporate,Delhi,Delhi,North,Furniture,Bookshelves,DeckUp Meritus,1,3666.5,0.03,3556.5,839.17,Credit Card,Standard
ORD-10714,2024-01-07,CUST-1344,Pooja Saxena,Corporate,Ahmedabad,Gujarat,West,Clothing,Jeans,Flying Machine Tapered,3,2094.01,0.13,5465.37,1164.57,Credit Card,Express
ORD-11894,2024-01-07,CUST-1149,Tushar Banerjee,Home Office,Mumbai,Maharashtra,West,Electronics,Tablets,Apple iPad 10th Gen,2,11592.06,0.1,20865.71,1602.06,Cash,Express
ORD-11814,2024-01-08,CUST-1531,Kriti Nair,Consumer,Mumbai,Maharashtra,West,Office Supplies,Ink & Toner,Canon PG-745 Black,8,5999.0,0.25,35994.0,8632.76,UPI,Standard
ORD-10541,2024-01-08,CUST-1407,Sanjay Tiwari,Consumer,Guwahati,Assam,East,Clothing,Ethnic Wear,Soch Silk Saree,2,1152.76,0.15,1959.69,640.83,UPI,Standard
